ID,REV
1,172.29135711807052
2,188.65559562393008
3,198.66878383846208
4,188.65559562393008
5,179.5058483736572
6,197.18227588742303
7,198.66878383846208
8,198.66878383846208
9,198.66878383846208
10,198.66878383846208
11,198.66878383846208
12,198.66878383846208
13,198.66878383846208
14,198.66878383846208
15,198.66878383846208
16,198.66878383846208
17,198.66878383846208
18,198.66878383846208
19,198.66878383846208
20,198.66878383846208
21,198.66878383846208
22,197.18227588742303
23,198.66878383846208
24,198.66878383846208
25,198.66878383846208
26,198.66878383846208
27,198.66878383846208
28,198.66878383846208
29,198.66878383846208
30,198.66878383846208
31,198.66878383846208
32,198.66878383846208
33,198.66878383846208
34,198.66878383846208
35,198.66878383846208
36,198.66878383846208
37,198.66878383846208
38,198.66878383846208
39,198.66878383846208
40,138.92422969900005
41,180.76312833088204
42,198.66878383846208
43,198.66878383846208
44,198.66878383846208
45,198.66878383846208
46,175.82930302399083
47,198.66878383846208
48,198.66878383846208
49,198.66878383846208
50,198.66878383846208
51,198.66878383846208
52,198.66878383846208
53,198.66878383846208
54,198.66878383846208
55,198.66878383846208
56,198.66878383846208
57,198.66878383846208
58,198.66878383846208
59,198.66878383846208
60,198.66878383846208
61,198.66878383846208
62,198.66878383846208
63,198.66878383846208
64,198.66878383846208
65,198.66878383846208
66,198.66878383846208
67,198.66878383846208
68,198.66878383846208
69,198.66878383846208
70,198.66878383846208
71,198.66878383846208
72,198.66878383846208
73,187.2975320163991
74,198.66878383846208
75,198.66878383846208
76,131.4609091027302
77,198.66878383846208
78,198.66878383846208
79,198.66878383846208
80,198.66878383846208
81,198.66878383846208
82,144.26333384152588
83,198.66878383846208
84,185.95683685162336
85,194.26633795416728
86,198.66878383846208
87,198.66878383846208
88,198.66878383846208
89,198.66878383846208
90,198.66878383846208
91,549.1441294486086
92,658.7630867422465
93,658.7630867422465
94,658.7630867422465
95,658.7630867422465
96,658.7630867422465
97,658.7630867422465
98,658.7630867422465
99,658.7630867422465
100,658.7630867422465
101,658.7630867422465
102,658.7630867422465
103,658.7630867422465
104,658.7630867422465
105,658.7630867422465
106,658.7630867422465
107,442.30703398282185
108,658.7630867422465
109,658.7630867422465
110,658.7630867422465
111,644.1650770100697
112,648.9682814014265
113,404.16089318798447
114,587.0416676893154
115,587.0416676893154
116,612.2229417975492
117,658.7630867422465
118,658.7630867422465
119,525.3558512206474
120,460.6569417277744
121,1399.1107858644314
122,1752.8612484016935
123,1832.7550862154098
124,2184.383455062743
125,2184.383455062743
126,2184.383455062743
127,2184.383455062743
128,2184.383455062743
129,2184.383455062743
130,2184.383455062743
131,2184.383455062743
132,2184.383455062743
133,2184.383455062743
134,2184.383455062743
135,2184.383455062743
136,1844.7632177310657
137,2184.383455062743
138,2184.383455062743
139,2184.383455062743
140,1881.7226521164057
141,2184.383455062743
142,2184.383455062743
143,2184.383455062743
144,1650.4487000111876
145,2184.383455062743
146,2184.383455062743
147,2184.383455062743
148,2184.383455062743
149,2184.383455062743
150,2184.383455062743
151,2184.383455062743
152,2184.383455062743
153,2168.039149171642
154,2184.383455062743
155,2184.383455062743
156,2184.383455062743
157,2168.039149171642
158,1856.9258404379023
159,2015.6948269999523
160,2184.383455062743
161,2184.383455062743
162,2184.383455062743
163,2184.383455062743
164,1380.5637434304442
165,2184.383455062743
166,1894.3609693862675
167,2184.383455062743
168,1844.7632177310657
169,2184.383455062743
170,2184.383455062743
171,2184.383455062743
172,2184.383455062743
173,2184.383455062743
174,2184.383455062743
175,1196.8246317737633
176,2184.383455062743
177,2184.383455062743
178,1844.7632177310657
179,1660.109704221682
180,1797.6379655976286
181,2184.383455062743
182,1141.9749306391004
183,1933.2610439348862
184,2184.383455062743
185,1920.1279992548768
186,2184.383455062743
187,2184.383455062743
188,2135.978115453469
189,2184.383455062743
190,1844.7632177310657
191,1519.527134949089
192,1920.1279992548768
193,2184.383455062743
194,1092.3016373837756
195,2184.383455062743
196,2184.383455062743
197,1445.4260467261047
198,2184.383455062743
199,1503.9177653670104
200,2184.383455062743
201,2184.383455062743
202,1141.9749306391004
203,2184.383455062743
204,2184.383455062743
205,2151.9049948049674
206,2184.383455062743
207,2104.734908168339
208,1127.720134073782
209,1184.0998182683397
210,2151.9049948049674
211,1710.3167753614625
212,1920.1279992548768
213,2184.383455062743
214,2184.383455062743
215,1640.9109129844521
216,2184.383455062743
217,2184.383455062743
218,2184.383455062743
219,1894.3609693862675
220,1700.0165079504316
221,2184.383455062743
222,1356.9916844948593
223,2184.383455062743
224,1257.2927439038672
225,2184.383455062743
226,2184.383455062743
227,2184.383455062743
228,2184.383455062743
229,2168.039149171642
230,1650.4487000111876
231,1669.8954380941516
232,2184.383455062743
233,2184.383455062743
234,2184.383455062743
235,2184.383455062743
236,1844.7632177310657
237,2120.255681250898
238,2089.413057223797
239,2184.383455062743
240,2184.383455062743
241,2135.978115453469
242,1102.9864381519535
243,2184.383455062743
244,2184.383455062743
245,2184.383455062743
246,2184.383455062743
247,2184.383455062743
248,2184.383455062743
249,2184.383455062743
250,2184.383455062743
251,2135.978115453469
252,2184.383455062743
253,1459.4745945580169
254,2184.383455062743
255,2168.039149171642
256,1613.02208525443
257,2184.383455062743
258,2184.383455062743
259,2184.383455062743
260,2184.383455062743
261,2184.383455062743
262,1894.3609693862675
263,2184.383455062743
264,2184.383455062743
265,2184.383455062743
266,2184.383455062743
267,2184.383455062743
268,2184.383455062743
269,2184.383455062743
270,2184.383455062743
271,2184.383455062743
272,2184.383455062743
273,2184.383455062743
